,index,text,category,explanation
262,262,Anyway i'm going shopping on my own now. Cos my sis not done yet. Dun disturb u liao.,ham,Personal update about shopping.
263,263,MY NO. IN LUTON 0125698789 RING ME IF UR AROUND! H*,spam,Request for contact with personal number.
264,264,Hey I am really horny want to chat or see me naked text hot to 69698 text charged at 150pm to unsubscribe text stop 69698,spam,Explicit message promoting adult content.
265,265,Why you Dint come with us.,ham,Inquiry about someone's absence.
266,266,Same. Wana plan a trip sometme then,ham,Casual conversation about planning.
267,267,"Not sure yet, still trying to get a hold of him",ham,Update on trying to contact someone.
268,268,Ur ringtone service has changed! 25 Free credits! Go to club4mobiles.com to choose content now! Stop? txt CLUB STOP to 87070. 150p/wk Club4 PO Box1146 MK45 2WT,spam,Promotional message about ringtone service.
269,269,The evo. I just had to download flash. Jealous?,ham,Casual conversation about technology.
270,270,Ringtone Club: Get the UK singles chart on your mobile each week and choose any top quality ringtone! This message is free of charge.,spam,Promotional message for ringtones.
271,271,"Come to mu, we're sorting out our narcotics situation",ham,Casual conversation about personal matters.
272,272,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay.",ham,Poetic message expressing positivity.
273,273,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com,spam,Promotional message for a contest.
274,274,"Usf I guess, might as well take 1 car",ham,Casual conversation about transportation.
275,275,No objection. My bf not coming.,ham,Personal message about relationship.
276,276,Thanx...,ham,Simple expression of gratitude.
277,277,Tell rob to mack his gf in the theater,ham,Casual message about social plans.
278,278,"Awesome, I'll see you in a bit",ham,Casual confirmation of plans.
279,279,Just sent it. So what type of food do you like?,ham,Casual conversation about food preferences.
280,280,All done? All handed in? Celebrations in full swing yet?,ham,Casual inquiry about events.
281,281,You got called a tool?,ham,Casual conversation about social interactions.
282,282,"Wen u miss someone, the person is definitely special for u..... But if the person is so special, why to miss them, just Keep-in-touch gdeve..",ham,Philosophical message about relationships.
283,283,Ok. I asked for money how far,ham,Casual inquiry about money.
284,284,Okie...,ham,Casual acknowledgment.
285,285,"Yeah I think my usual guy's still passed out from last night, if you get ahold of anybody let me know and I'll throw down",ham,Casual conversation about social plans.
286,286,"K, I might come by tonight then if my class lets out early",ham,Casual confirmation of plans.
287,287,Ok..,ham,Simple acknowledgment.
288,288,hi baby im cruisin with my girl friend what r u up 2? give me a call in and hour at home if thats alright or fone me on this fone now love jenny xxx,ham,Casual message about social plans.
289,289,"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-)..",ham,Personal reflection on relationships.
290,290,"Dear,shall mail tonite.busy in the street,shall update you tonite.things are looking ok.varunnathu edukkukayee raksha ollu.but a good one in real sense.",ham,Personal message about daily life.
291,291,Hey you told your name to gautham ah?,ham,Casual inquiry about social interactions.
292,292,Haf u found him? I feel so stupid da v cam was working.,ham,Casual inquiry about a person.
293,293,Oops. 4 got that bit.,ham,Casual acknowledgment of a mistake.
294,294,Are you this much buzy,ham,Casual inquiry about someone's schedule.
295,295,I accidentally deleted the message. Resend please.,ham,Request for message resend.
296,296,T-Mobile customer you may now claim your FREE CAMERA PHONE upgrade & a pay & go sim card for your loyalty. Call on 0845 021 3680.Offer ends 28thFeb.T&C's apply,spam,Promotional message for phone upgrade.
297,297,Unless it's a situation where YOU GO GURL would be more appropriate,ham,Casual commentary on social situations.
298,298,Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL,ham,Emotional message about love.
299,299,I cant pick the phone right now. Pls send a message,ham,Request for text communication.
300,300,Need a coffee run tomo?Can't believe it's that time of week already,ham,Casual conversation about meeting up.
301,301,"Awesome, I remember the last time we got somebody high for the first time with diesel :V",ham,Friendly chat about past experiences.
302,302,"Shit that is really shocking and scary, cant imagine for a second. Def up for night out. Do u think there is somewhere i could crash for night, save on taxi?",ham,Discussing plans for a night out.
303,303,Oh and by the way you do have more food in your fridge! Want to go out for a meal tonight?,ham,Inviting someone for a meal.
304,304,He is a womdarfull actor,ham,Expressing opinion about an actor.
305,305,"SMS. ac Blind Date 4U!: Rodds1 is 21/m from Aberdeen, United Kingdom. Check Him out http://img. sms. ac/W/icmb3cktz8r7!-4 no Blind Dates send HIDE",spam,Promotional message for a dating service.
306,306,Yup... From what i remb... I think should be can book...,ham,Casual conversation about booking.
307,307,Jos ask if u wana meet up?,ham,Suggesting to meet up.
308,308,Lol yes. Our friendship is hanging on a thread cause u won't buy stuff.,ham,Light-hearted comment about friendship.
309,309,"TheMob> Check out our newest selection of content, Games, Tones, Gossip, babes and sport, Keep your mobile fit and funky text WAP to 82468",spam,Promotional message for mobile content.
310,310,Where are the garage keys? They aren't on the bookshelf,ham,Inquiring about misplaced items.
311,311,Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy,spam,Chain message asking for acceptance.
312,312,"Think ur smart ? Win £200 this week in our weekly quiz, text PLAY to 85222 now!T&Cs WinnersClub PO BOX 84, M26 3UZ. 16+. GBP1.50/week",spam,Promotional message for a quiz.
313,313,He says he'll give me a call when his friend's got the money but that he's definitely buying before the end of the week,ham,Discussing a friend's plans.
314,314,"Hi the way I was with u 2day, is the normal way&this is the real me. UR unique&I hope I know u 4 the rest of mylife. Hope u find wot was lost.",ham,Personal message expressing feelings.
315,315,You made my day. Do have a great day too.,ham,Positive message wishing well.
316,316,K.k:)advance happy pongal.,ham,Friendly greeting for a festival.
317,317,"Hmmm... Guess we can go 4 kb n power yoga... Haha, dunno we can tahan power yoga anot... Thk got lo oso, forgot liao...",ham,Discussing plans for yoga.
318,318,"Not really dude, have no friends i'm afraid :(",ham,Expressing feelings of loneliness.
319,319,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906,spam,Promotional message for mobile upgrade.
320,320,"Coffee cake, i guess...",ham,Casual comment about food.
321,321,"Merry Christmas to you too babe, i love ya *kisses*",ham,Affectionate holiday greeting.
322,322,Hey... Why dont we just go watch x men and have lunch... Haha,ham,Suggesting a movie and lunch.
323,323,cud u tell ppl im gona b a bit l8 cos 2 buses hav gon past cos they were full & im still waitin 4 1. Pete x,ham,Informing about being late.
324,324,That would be great. We'll be at the Guild. Could meet on Bristol road or somewhere - will get in touch over weekend. Our plans take flight! Have a good week,ham,Planning a meeting.
325,325,No problem. How are you doing?,ham,Casual inquiry about well-being.
326,326,No calls..messages..missed calls,ham,Expressing concern about communication.
327,327,Hi da:)how is the todays class?,ham,Inquiring about a class.
328,328,"I'd say that's a good sign but, well, you know my track record at reading women",ham,Commenting on relationship dynamics.
329,329,"Cool, text me when you're parked",ham,Arranging to communicate later.
330,330,I'm reading the text i just sent you. Its meant to be a joke. So read it in that light,ham,"Casual conversation, not promotional or harmful."
331,331,K.k:)apo k.good movie.,ham,"Informal chat about a movie, no spam content."
332,332,Maybe i could get book out tomo then return it immediately ..? Or something.,ham,"Discussing plans, typical personal message."
333,333,Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access!,spam,Promotional message for a calling service.
334,334,Any chance you might have had with me evaporated as soon as you violated my privacy by stealing my phone number from your employer's paperwork. Not cool at all. Please do not contact me again or I will report you to your supervisor.,ham,Personal message expressing privacy concerns.
335,335,Valentines Day Special! Win over £1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201.,spam,Promotional message for a contest.
336,336,"Ta-Daaaaa! I am home babe, are you still up ?",ham,"Casual greeting, typical personal message."
337,337,Cool. So how come you havent been wined and dined before?,ham,"Casual conversation, no spam content."
338,338,Just sleeping..and surfing,ham,"Informal personal update, not spam."
339,339,"Sorry, I'll call later",ham,Simple message indicating a delay.
340,340,U calling me right? Call my hand phone...,ham,Casual inquiry about a phone call.
341,341,Ok that's great thanx a lot.,ham,Gratitude expressed in a personal context.
342,342,I take it the post has come then! You must have 1000s of texts now! Happy reading. My one from wiv hello caroline at the end is my favourite. Bless him,ham,Personal message about receiving mail.
343,343,Where u been hiding stranger?,ham,"Casual greeting, typical personal message."
