text,category,explanation,rating,rating_reason,suggested_instruction
"Hmmm.. Thk sure got time to hop ard... Ya, can go 4 free abt... Muz call u to discuss liao...",ham,Casual planning message.,4,Correct category based on clear explanation.,Encourage clarity in planning messages.
What time you coming down later?,ham,Inquiry about meeting time.,4,Correct category based on clear explanation.,Clarify inquiries about meeting times.
"Bloody hell, cant believe you forgot my surname Mr . Ill give u a clue, its spanish and begins with m...",ham,Casual reminder about a name.,4,Correct category based on clear explanation.,Encourage clarity in reminders.
"Well, i'm gonna finish my bath now. Have a good...fine night.",ham,Casual message about personal routine.,4,Correct category based on clear explanation.,Keep personal routine messages straightforward.
Let me know when you've got the money so carlos can make the call,ham,Message about financial arrangements.,4,Correct category based on clear explanation.,Clarify financial arrangements in messages.
U still going to the mall?,ham,Casual inquiry about plans.,4,Correct category based on clear explanation.,Encourage clarity in casual inquiries.
"Turns out my friends are staying for the whole show and won't be back til ~ &lt;#&gt; , so feel free to go ahead and smoke that $ &lt;#&gt;  worth",ham,Casual message about plans.,4,Correct category based on clear explanation.,Clarify casual plans for better understanding.
Text her. If she doesnt reply let me know so i can have her log in,ham,Instruction to follow up with someone.,4,Correct category based on clear explanation.,Encourage clarity in follow-up instructions.
Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.,ham,Customer feedback request.,4,Correct category based on clear explanation.,Ensure clarity in feedback requests.
You lifted my hopes with the offer of money. I am in need. Especially when the end of the month approaches and it hurts my studying. Anyways have a gr8 weekend,ham,Personal message expressing gratitude.,4,Correct category based on clear explanation.,Encourage personal expressions in messages.
Lol no. U can trust me.,ham,Casual conversation.,4,Correct category based on clear explanation.,Promote casual interactions in texts.
ok. I am a gentleman and will treat you with dignity and respect.,ham,Polite personal assurance.,4,Correct category based on clear explanation.,Highlight politeness in personal messages.
"He will, you guys close?",ham,Inquiry about relationships.,4,Correct category based on clear explanation.,Encourage relationship inquiries.
Going on nothing great.bye,ham,Casual farewell.,4,Correct category based on clear explanation.,Support casual farewells in conversations.
Hello handsome ! Are you finding that job ? Not being lazy ? Working towards getting back that net for mummy ? Where's my boytoy now ? Does he miss me ?,ham,Friendly check-in.,4,Correct category based on clear explanation.,Foster friendly check-ins in messages.
"Haha awesome, be there in a minute",ham,Casual confirmation.,4,Correct category based on clear explanation.,Encourage casual confirmations.
Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed £1000 cash or £5000 prize!,spam,Promotional spam message.,4,Correct category based on clear explanation.,Identify promotional content clearly.
Have you got Xmas radio times. If not i will get it now,ham,Casual inquiry about plans.,4,Correct category based on clear explanation.,Encourage casual inquiries about plans.
I jus reached home. I go bathe first. But my sis using net tell u when she finishes k...,ham,Personal update.,4,Correct category based on clear explanation.,Support personal updates in messages.
Are you unique enough? Find out from 30th August. www.areyouunique.co.uk,spam,Promotional spam message.,4,Correct category based on clear explanation.,Clarify promotional content in texts.
I'm sorry. I've joined the league of people that dont keep in touch. You mean a great deal to me. You have been a friend at all times even at great personal cost. Do have a great week.|,ham,Apology and appreciation message.,4,Correct category based on clear explanation.,Encourage apologies and appreciation in messages.
Hi :)finally i completed the course:),ham,Personal achievement update.,4,Correct category based on clear explanation.,Support personal achievement updates.
It will stop on itself. I however suggest she stays with someone that will be able to give ors for every stool.,ham,Advice on a personal matter.,4,Correct category based on clear explanation.,Encourage advice sharing in personal matters.
How are you doing? Hope you've settled in for the new school year. Just wishin you a gr8 day,ham,Friendly greeting.,4,Correct category based on clear explanation.,Promote friendly greetings.
Gud mrng dear hav a nice day,ham,Friendly morning wish.,4,Correct category based on clear explanation.,Encourage friendly morning wishes.
Did u got that persons story,ham,Inquiry about information.,4,Correct category based on clear explanation.,Support inquiries about information.
is your hamster dead? Hey so tmr i meet you at 1pm orchard mrt?,ham,Casual meeting arrangement.,4,Correct category based on clear explanation.,Encourage casual meeting arrangements.
Hi its Kate how is your evening? I hope i can see you tomorrow for a bit but i have to bloody babyjontet! Txt back if u can. :) xxx,ham,Friendly check-in.,4,Correct category based on clear explanation.,Foster friendly check-ins.
"Found it, ENC  &lt;#&gt; , where you at?",ham,Casual inquiry.,4,Correct category based on clear explanation.,Encourage casual inquiries.
I sent you  &lt;#&gt;  bucks,ham,Informal financial update.,4,Correct category based on clear explanation.,Support informal financial updates.
Hello darlin ive finished college now so txt me when u finish if you can love Kate xxx,ham,Personal update and invitation.,4,Correct category based on clear explanation.,Encourage personal updates and invitations.
Your account has been refilled successfully by INR  &lt;DECIMAL&gt; . Your KeralaCircle prepaid account balance is Rs  &lt;DECIMAL&gt; . Your Transaction ID is KR &lt;#&gt; .,spam,Automated account notification.,4,Correct category based on clear explanation.,Identify automated notifications clearly.
Goodmorning sleeping ga.,ham,Friendly morning greeting.,4,Correct category based on clear explanation.,Encourage friendly morning greetings.
U call me alter at 11 ok.,ham,Casual arrangement.,4,Correct category based on clear explanation.,Support casual arrangements.
Ü say until like dat i dun buy ericsson oso cannot oredi lar...,ham,Casual conversation.,4,Correct category based on clear explanation.,Encourage casual conversations.
